Image Path,Extracted Text
/content/processed_invoices/1000127685.tif,"     

 

572539303

 

| bare00/21/80

 

 

 

 

 

 
"
/content/processed_invoices/512719792.tif," 

 

© te

Lockhart&Pettus :

ADUE ITS » PUDUG RELATIONS,

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

TV PRODUCTION ESTIMATE

CUENT RJ. REYNOLDS TOBACCO PRODUCT Adult/Youth AntiSmoking
DESCRICTION 00.115 AND110 JODNUMBER = T-RJ-92-06
JITLE/LENCTI “SUPPORT THE LAW"" DATE Nov. 11,1992
REMARKS: DANNY GLOVERS COST NOT INCLUDEDIN ESTIMATE.

ORIGINAL

CSTIMATE «=. REVISION#1 = REVISION #2) REVIS!ON #3
PRODUCTION 38,922.00
EDITORIAL “15,885.00
Music 10,000.00
RECORD AMEX
‘TALENT 2V.0, 828.50
raw 95.28
ARTWORK/STATS
TROPS/WARDRODE
COLOR CORRECTION
FIULMTOTAPE
CASSETTES
2EXTRAS/LBUYOUT 464.70
STORYBOARDS: 1,000.00
NET TOTAL $67,195.48
AGENCY COMMISSION:
SALES TAXOB1/4%
PAYROLLTAX 118.48
MANDUNG FEB 9238
AGENCY TRAVEL 2,500.00 .
GROSS TOTAL $69,906.34

 

 

9
cA
i
3

AGENCY PRODUCER 2m. PTF EAG:

 
 
 

ACCOUNT SUPERVISOR
CUENTATPROVAL

JUL TH AVIS NOW YORI IY, sooo £712) 639 7900 FAK 65 798d

Z6LE TLzTS

 
"
/content/processed_invoices/0060202528.tif,"MaGue °°

   

MCIENNAN
1166 Avenve of the Acor{cas +.
Kew York, HY 10036-2774"" . . .

(2Oa5-600

 

Invoice pare April 3. 1992
The Anerfcan Tobacco Cocpany .
Hsnagesent Conter .

Six Stenford Forta
P.0. Box 10390
Stasford, CT 06905-2380,

 

Poteynotde The Azerican Tobaceo Cocpany

Instolleent trtesove 6/1/92

Workers"" Cocpensaticn
General Liability
Autocobile Lfability

RETURH ATTACIIED COPY
METH RERITTANCE,T02

FOR U.S. DOLLARS OKLY
HARSH'S HCLERMAM, JC.

P. D. BOX 993 1
BOWLING GREEH STATION
HEM YORK, IY sog74

q
Oo Involca [s Payable In Full Upon Recolpt

4Y/079/4/92

© RETURN ATTACHED COPY WITH YOUR REMITTANCE

 
"
/content/processed_invoices/2030372674.tif," 

  

   

 

 

 

  
 
 
 
 
        
        
  

Phillip | Morris
Park 5

FeonBox 26603
Richnond, VA 23261

FSS EE RT

   

Ad | SSE teva,

eee eee n2 IMDM CESCAETON ©
1% eee

Botton Sections

Lot of Press Screw
Cage Fasteners

wae ac ft

“Het. 12030372674

Press Screw Cage Top &

INVOICE

ZL]
[szvz0ra0_| szasel _s |

JOB NOe RASIIE

Phillip Morris

Park 500

$100 Barnuda 100 Road
Chester, VA 23532

“
li tela |
[eranaroune “axed

   
 
 
 
 
 

  
  
 

38,600.00
115,800.00

2,050.00
6,150.00

   
 
    

ely Wr
| Be

0.00
121,950.00

 
    
 

 

   
    
  

  
  
 

  
    
  
 
"
/content/processed_invoices/2028729939.tif,"BS

 

Sete,

 

FAXT. WR PATI . BEDRAO DIVZONDERHEDEN DEB, KR vacostabz.. t
003, 914% « 107 S24
Pod sae P MUSSO IY,

   

 

Vetta meas SOUS Me TE Meta se ematt Ot tor neg ete

 

© wEeetomey, eutomen . .
. atl tL Te eam and ange eG ere * . . i
. . BETALINCEN VERRERKT ‘T/t 22. JANUARE 3999 a
. - . . "". oy E
. a oe .
. \ .
. .

MaKETI BRUSSEL HY + ZAVENTEM, 93/01/29""

a

.02003- consRACT RESEARCH CENTER VGA . .. :
TOLLAAN 1 * . .
1932 . ASENTE oie

 
"
/content/processed_invoices/91691867.tif,"noegits ‘TimeIncMagizines wo. sacueaell ,
d TR Ted eC, MAGA Det COME D305:

 

  
   
   
  
   
 
 

FEB LCDI » ROCKEFTLLER COUTEA « baw YORE, WY 10078 Invoice PAGE
MAKE CHECKS PAYABLE T0:, SPORTS RLUSTRATED ‘AND MAILTO; v ene
5 ;
' LOKILLARC: MIDIA SCAVECES. -
i ATINE XE EILEEN ANTCATELLO Fors ACK cena
CHE FARK AVERUE © 174L ATWAAKs HJ 67193-0451
Agm YORK AY 10016-0602 . ca
Pode. ROX $3803
ADVEATSEA HARLEY CICAMETIES CHICAGG. TL €OA7I-3803
I BAANODY KCRILLARO DIVISTCH
i PART =—-LCEWS. CORPCRATICN TNT

Ri723¢62] AES | TEST 1 PAGE: AC auc ax
ADVERTIZING CLSCCUNT
AGENCY CEICCLNT
*SOLIT LN = 2 WAY + 4e7O0s 06
ACGTIENAL
ALL ACUARTISCRERTS ane CCVEPALD YY THE TCPMsS|
AND CCOADETICHS OF Ink AFPLICAPLE RATE CART e.

Pay This Amount
PLEASE RETURN THIS COPY WITH PAYMENT

 
 
 
 

    

  

zgatgnth

     

eer

 

    
"
/content/processed_invoices/514443579+-3585.tif,"ve

 

Giguere] Jim msg BEST
To BAT “Wireti?, or ee ae

i htc os, V/ lew nTe
Pe ae a “hn wk: ‘tl
“ tee “Lee penis? G gh a
file $ aati I
worne tt 0 Pte

 

? YS “pets
With lhe complincals of
HENRY R. KRAVIS

KOHLBERG KRAVIS ROBIRTS & CO,
- PAY Soret Aen Tork, Mew Dark 100UP
Yelephaee 1 7399100

 

GESE DetIS

 
"
/content/processed_invoices/87147424.tif,"ARGUS RESEARCH LABORATORIES, INC.

933 Harsham Road
Morham, Feansybranta 19044
(2151443-8710

Harch 1, 1997

OR. THOHAS A, VOLLHUTH, Ph.D.
TOXICOLOG(ST

LORILLARO RESEARCH CENTER

420 ENGLISH STREET

GREENSBORO, | NORTH CAROLINA 27405

STUDY NUMBER! 4$2-002
STUDY TITLE! DEVELOPHENTAL TOXICITY CEMBRYO/FETAL
TOXICITY AND TERATOGENIC POTENTIAL STUDY

OF D7 ADHINISTERED DRALLY VIA GAVAGE TO
CrliCOBSSCDO(SDIOR PRESUMED PREGNANT RATS

—_—W eee

INVOICE NOt L061
PURCHASE ORDER NO’ O38A

7—__—_——oOoO—

TOTAL PAYMENT DUE? # 5,500.00
PAYHENT DUE ON! Apr$l 03, 1987

PLEASE SEND REMITTANCE TO! ARGUS RESEARCH LABORATORIES, (HC.

905 SHEEHY DRIVE
HORSHAM, PA 19044

THAHK YOU.

VEbLPELR

 
"
/content/processed_invoices/2082888030.tif,"Plea Rows ie Dlectryale Payee Address . INVUIGE
Dee FTA * dnariers Ketionsd Bod
CHICACG IhtoreisT = ARA# 071000770 eroce DATS

 

ss
FEN se2n1s480 disastKos Account OIC . 3209
Phase ects but nae reine woca ee s7s30h0, = - 724270
ast fo
Dopt.77. bos
Chilcaga, tl. 60078-6531 AE as :
SOTO, SHFPEDTO. - ark
PHILIP MORRIS PHILIP KORRIS eset,
pa nox 26602. As genet Paseo,
20 PARK Ai Rac
RICHMOND, VA 29262 NEW YORK, NY 0017 Sure
aca 2

   
     
 
 

   

S10100-c0s000 | EACH
“PUBLICATIONS SALES |?

 

.702007-007000 EACH : 2.00/55,
SPSS BASE WINGOWS SITE J EXCENSE, 3.

SISN BROW, IF
. PK
AGTORN

  

 
    
   

un, £
Sales Total .
TO CXGUME PROPER CHEST, PLEASE CLUDE rode Discauntl*e,, « 0.00
{YOUR CUSTOMER RUUSEA ON TOUR CHECK, Freight ietey + 28.00
INTEREST OF 9 V2 PEA MONTH IS CHAROED CH OVERDUE BALANCES, Kisc. Charges | 0.00
Tax Total Ys 449.66 |

Toe mre
"
/content/processed_invoices/518255073+-5074.tif,"-R WW» = *

 

P, DL BOK 2355 eer RR... Standing up for Anerica's
Wotton Solem, Karty Cartas 27102 45 milion adult smokers
OSA 0202787296
GEORGIA LEADERSHIP FORUM
PO BOX 38247
CHECK NUHBER: SA 0102787296 ATLANTA, GA 30334-0247

CNECK DATE: 11-15-96

+

FANVONGE] MOS CREAT CCR OSS TIENEN MON Tat ERIE SA SG TNVD SCR RSENS OND

250000 2,500.00 2,800.00

   

  
 

  

SS. ENETAMUE TRUE

      
  
    
   

20s Szers

*( Rod REYNOLDS TOZACCO COKPANY — PAYKENT

  
    

 
  
 

 
  

I ee oe oY i
ae ey Wi ® i

(3 ic uN 4 ‘
n : aN 4

i SAO :
Zi SS:
feat
ENE

WOW27O7 296"" O53 1003ssto0 10489 Oas03 ee

 
 
  
  

   

    
 

 
"
/content/processed_invoices/85701338.tif,"COOL AN HOA ET,
wna at be9)

 
"
/content/processed_invoices/82856260_6261.tif,"ne eee

— we Ce

 

22656260

                 

     

 

 

  

“VR ""ROL JU AN Jaren yi
WH AY DR ANd afer BSA WU US ACL OY easved LNT Ba A
ANE DY UIC AD ay bro baa UCLA Vt tan A
Meur XOU WOLLIO t
“OL UV aSVa
te eee ee eee ee mee
.
sercsr Burs: smateret t3uIG ven sauvi 9
*
ozs DOESN SE Lavoe BIVENS
See ossmr BUCO SEVE Th &
. DASdTNS
*, : : deroigeg
aH owe tvs nt eecar auodnoy teusjyonolg Ssesppyeoent sips y Key

 

_
Dw wilt MO Isa nod AtLNyIty

   

Om ee a ee west ne

SINE ALIN SSVI StUs

 

4 81 LIVING LD He
2 od og tn seep meat SAAN ‘

.

Séoh-9t0nt
AML dO, ep

enuay que eu
Peertyacy

oyu Buyvueig *iy tJo;00I4q
‘woTIsde siahtecanig

: Ww Loasny

 

 

’
"
/content/processed_invoices/520869145+-9145.tif," 

 

  

: Juna 28, 1995

HOUSER ACCOUNT ROLOEN

ASCOUNTS PAYABLE VOUCHER _* . ‘

Nancy Peanybackst and J, Staven Huntor, herattiomoy

J.Stoven Hunter, Eg. :
Btova Hunter Associates,

209 North Court Stoot

Lewlsburg, WY 24901

EXPAN

Sotlement of foreign wubstance In RUR dgacoite clalm by Hancy Ponnybacker,

CHLUTOR CHEAT RUS RE

RELATED AREAACONTIOCT FO

O4-97-0000-5954-000

FRONTAL AUTO

IG 98

1G 9807S

ered

ee ee
"
/content/processed_invoices/91810379.tif,"I

Sabine, and Sam ee

 

atosbooos™to0 SEEQTOOV2 De wbGO2 OOa
AAU STAT

relirebat

SBLLINWOD NolwNuD ATAUSSSY NUDTIOAdsE os
vt. OHSMaENSURL ‘HOSHUITIIA “a Gtnla Te-re~-£ 600d
. uve

__ se urouomsek

Se ES

eetaninsoa man *
"
/content/processed_invoices/2063115656.tif,"                           
                        

éeezsaocea coso02: . S eaate yt
. + og 007002 ° . }
+f YBGHAN, sugia2y , SHOLLINOIG = AY ANT . sonny pasa 3 atv’,
: .
meagre aya = Dzzet9 ON NOBHO ¢ Norivece¥ao soos WaAYH dvaso .

Teas

oo,

  

 

. . oue1g2e31 HEOIT TBS ZO “aenannes ! . .
a ] gD SET PTE MELE ce

$ hte a 1 ’ ESS
i os BeH oo i bis ig AR be age a .

Os3Ok a

  

   

 

nee .
sapsOO ¥ Pe gree (PEs 1
Sey as

* e2Bten’ gzze yoo Mt apnea, ‘cone ANSANO
ae om _ a ame gracseerson:
Oe SES “@ne Sh Ae

oe

  
"
/content/processed_invoices/2028705503.tif," 
 
   
     
  
    
 
 
 
 
    
  
  

 

 
 

dor oR

CRC, CONTRACT RESEARG n

 

   

 

 
 

c= Kotting 683 ataiing
nnen da’ on
reing BT: sein
~ binnan der de 30 ‘dg, *
“Rorting; ied. sabes
binnen'd

 

  
 

prijs ig. Anbogr
aden oa *b. do PEstolie’

2)

‘E6Sso.

 

H CENTER BVBAS? RL.
Busnest Aometitrason - Bim02Zeventem *- **
Gaede pessateesagi , . TetaavAvenus OUP tine fore .
TuLevax tox Are? 989/612848) TeefoonsttUiphone 202720 65 54
. TeloteaiTastars cares 1209
Marsch Units “e
feae¥. Dhe. Walter Put
Zuvenputtenatraat 27 . '
B+3690 Zutondaal . . . ca/KIV
. . . .
+ 893/93 . DatgyDaes 4g nha.
Bostolling Ne. }Commanda Now . u . ; .
(6 Cole thtrnage oe ia factee) ws
arnneoreetwaa sen . . .
‘etnel teprads as venes -
POSINE = HOEVEECHEIO. EENHEID maniLONSCHRDETO ="" PALS
POSITION QUANTITE | UNITE? DESIGNATION O'ARTICLE . PAX, *
awe . . .
1 “1, %s atuk | Bureuluale WARSCO Aasetny,
. ., afta. 6x 2.400 5
. “y RAL-kiuurc 1013 (earaiwviey
- . Zoals verrald .
. Offarte cat rotsCO/BU/3t39"" bia a
. . - =, Van 26 fob,93

Oz

 

 

+
"
/content/processed_invoices/2072860002a.tif,"ROsiNSON & Marts
PORTO THAR

oo

lave 000502 .

 

Paget 1
Dates February 25, 1997

Clent: PHILIP MORRIS,US.A.
Divison: Cambridge .

»

Service and Production fucludloz casts oft

Cambridge Supermarket Out-of-Pockets
0M0-353-96
General

Job: C009? PMCAMBR.SUPER 996 © Components | PLANNTNG/CREATIVE = PLO.

Dextriptlon: Curreat
Non Commisstonsble Costa 5,668.62

Total for Job Corsponent: ESN ST]

four Sor loroleer S5.665.63,

 amate
ty ART
Son! .

a tenet emne me

. Heoovogero”

20 EAST WACKER DRIVE, EUITE 2€@ CHICAGO, ILLINOIS HOSE 209 278 9929 FAKE IPT 279 Whe
"
/content/processed_invoices/2042705258.tif,"THE ROPER ORGANIZATION Inc. ‘ {
ae .. egivTD
R RS! Boe, ws

December Re £97991

eee we we
RCTS PAS ""

Philip Moris U.S.A.
120 Park Avenuc {
all

me

New York, NY 10017

Attention: Mr. Jerry Isazes

Detailed Comparison of
Cigarette Smoking Incidence & .
Volume Trends - California vs Rest of U.S-—-S11,000

oH Aes 4 ta}do fu :
4S -50t~924_

ssesoerae

 

te ESS"" PA OTWAES@95 STOCET o WOVE YCAK SENS YCRR CIT
"
/content/processed_invoices/2029370180.tif,"foe * .

Q5af

1201 PENNSYLVANIA AVENUE, Nawe’*

{ - * 1] COVINGTON & BURLING simp,
t 30? -_

L\ wasminaron, bc 20044 De zy 1991 SWN33 q
seLtrnone bee. lar
(202) sexeeoce

EMPLOYER IDENTIFICATION NO. 19750-3

Bo-Dieuaiy STATEMENT ACCOUNT,
eye Doc. 16, 1992 >

PHILIP MORRIS HANAGEMENT CORPORATION

 

To cover profossional and consulting pervicos
(proofreading: -- Gormany) « . 6 1 6 «8 «© © © «© «© $ 220,00

OPR/cob Y

 

PLEASE RETURN ONC COPY WITH PAYMENT 2029370 18 0
"
/content/processed_invoices/80233859.tif," 
   

 
 
    
  
  
 
 
  
  

510027
TELEPHONE *
£703) 893-3400 .

 
 

"", LABORATORIES AMERCA,ING
* D200 LUESOURG TURMMLE, VIENNA, VA ZI100.UBA

INVOICE

r
To: Lorillard Research Center
P.0. Box 21688

Greensboro, HC 27420

Attn: De. Connte Stone
L

 

agents

   

“os aa

Hultddose Range Finding study, 4a Rats |
Final Report Hailed: 4/2/85 .
TOTAL AMORIT DUES

Test Haterial: Biel

     
   
 
   

. o>
Sep. 8€00
. deot MANN

6sseezos

  
"
/content/processed_invoices/513261894_513261895.tif," 

d June3;'1990"" at the Cow Palace ing:

fe Sin Jose Fairgrounds, respectively.
enter

 

+ Appeenel Awtirhty Saree + ""os

TURN Form 07 = Rev, B06 * pittcory® N : :

.

 
"
/content/processed_invoices/2072484360.tif,"Si INFORMATION SYSTEMS

ean

OMAHA, NE G77
(ey swan “Vane bo errr FAX (402) 597-0823,

RICK {SHAM

D«L. BLAIR COMPANY
1548 FRONT STREET
BLAIR, HE 68008

RULeLe LYNE 10 ATE et Cut.
Ant det carte

ot wx

  
  

 
  

on
52

i

o1/33/9
ODTse

   
 

[NYOICE

   

RICK [SHAW

DL. OLAIR COMPANY
1548 FRONT STREET
BLAIR, HE 68008

SURROUNDING

14.50 145.

 
"
